UT,49,001,01448015,Beaver County,H1,A
UT,49,003,01455966,Box Elder County,H1,A
UT,49,005,01448017,Cache County,H1,A
UT,49,007,01448018,Carbon County,H1,A
UT,49,009,01448019,Daggett County,H1,A
UT,49,011,01448020,Davis County,H1,A
UT,49,013,01448021,Duchesne County,H1,A
UT,49,015,01448022,Emery County,H1,A
UT,49,017,01448023,Garfield County,H1,A
UT,49,019,01448024,Grand County,H1,A
UT,49,021,01448025,Iron County,H1,A
UT,49,023,01455158,Juab County,H1,A
UT,49,025,01448026,Kane County,H1,A
UT,49,027,01448027,Millard County,H1,A
UT,49,029,01448028,Morgan County,H1,A
UT,49,031,01448029,Piute County,H1,A
UT,49,033,01448030,Rich County,H1,A
UT,49,035,01448031,Salt Lake County,H1,A
UT,49,037,01448032,San Juan County,H1,A
UT,49,039,01448033,Sanpete County,H1,A
UT,49,041,01448034,Sevier County,H1,A
UT,49,043,01448035,Summit County,H1,A
UT,49,045,01448036,Tooele County,H1,A
UT,49,047,01448037,Uintah County,H1,A
UT,49,049,01448038,Utah County,H1,A
UT,49,051,01448039,Wasatch County,H1,A
UT,49,053,01448040,Washington County,H1,A
UT,49,055,01448041,Wayne County,H1,A
UT,49,057,01448042,Weber County,H1,A
