PA,42,001,01213656,Adams County,H1,A
PA,42,003,01213657,Allegheny County,H1,A
PA,42,005,01213658,Armstrong County,H1,A
PA,42,007,01214112,Beaver County,H1,A
PA,42,009,01209171,Bedford County,H1,A
PA,42,011,01209172,Berks County,H1,A
PA,42,013,01213659,Blair County,H1,A
PA,42,015,01213660,Bradford County,H1,A
PA,42,017,01209173,Bucks County,H1,A
PA,42,019,01213661,Butler County,H1,A
PA,42,021,01213662,Cambria County,H1,A
PA,42,023,01213663,Cameron County,H1,A
PA,42,025,01213664,Carbon County,H1,A
PA,42,027,01214720,Centre County,H1,A
PA,42,029,01209174,Chester County,H1,A
PA,42,031,01210234,Clarion County,H1,A
PA,42,033,01209175,Clearfield County,H1,A
PA,42,035,01214721,Clinton County,H1,A
PA,42,037,01213665,Columbia County,H1,A
PA,42,039,01213666,Crawford County,H1,A
PA,42,041,01209176,Cumberland County,H1,A
PA,42,043,01213667,Dauphin County,H1,A
PA,42,045,01209177,Delaware County,H1,A
PA,42,047,01213668,Elk County,H1,A
PA,42,049,01209178,Erie County,H1,A
PA,42,051,01209179,Fayette County,H1,A
PA,42,053,01213669,Forest County,H1,A
PA,42,055,01213670,Franklin County,H1,A
PA,42,057,01213671,Fulton County,H1,A
PA,42,059,01214033,Greene County,H1,A
PA,42,061,01213672,Huntingdon County,H1,A
PA,42,063,01213673,Indiana County,H1,A
PA,42,065,01213674,Jefferson County,H1,A
PA,42,067,01209180,Juniata County,H1,A
PA,42,069,01213675,Lackawanna County,H1,A
PA,42,071,01209181,Lancaster County,H1,A
PA,42,073,01213676,Lawrence County,H1,A
PA,42,075,01214034,Lebanon County,H1,A
PA,42,077,01209182,Lehigh County,H1,A
PA,42,079,01209183,Luzerne County,H1,A
PA,42,081,01213677,Lycoming County,H1,A
PA,42,083,01210235,McKean County,H1,A
PA,42,085,01213678,Mercer County,H1,A
PA,42,087,01213679,Mifflin County,H1,A
PA,42,089,01209184,Monroe County,H1,A
PA,42,091,01213680,Montgomery County,H1,A
PA,42,093,01213681,Montour County,H1,A
PA,42,095,01209185,Northampton County,H1,A
PA,42,097,01209186,Northumberland County,H1,A
PA,42,099,01213682,Perry County,H1,A
PA,42,101,01209187,Philadelphia County,H6,C
PA,42,103,01213683,Pike County,H1,A
PA,42,105,01213684,Potter County,H1,A
PA,42,107,01213685,Schuylkill County,H1,A
PA,42,109,01213686,Snyder County,H1,A
PA,42,111,01209188,Somerset County,H1,A
PA,42,113,01213687,Sullivan County,H1,A
PA,42,115,01213688,Susquehanna County,H1,A
PA,42,117,01209189,Tioga County,H1,A
PA,42,119,01213689,Union County,H1,A
PA,42,121,01213690,Venango County,H1,A
PA,42,123,01213691,Warren County,H1,A
PA,42,125,01209190,Washington County,H1,A
PA,42,127,01213692,Wayne County,H1,A
PA,42,129,01209191,Westmoreland County,H1,A
PA,42,131,01209192,Wyoming County,H1,A
PA,42,133,01209193,York County,H1,A
